game_id,pair_id,opening_plies,opening_moves,player_x,player_o,winner,moves
0,0,2,16 67,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,49
1,0,2,16 67,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,1,55
2,1,2,27 6,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,37
3,1,2,27 6,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,50
4,2,2,79 67,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,53
5,2,2,79 67,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,0,55
6,3,2,29 22,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,43
7,3,2,29 22,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,44
8,4,2,23 48,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,53
9,4,2,23 48,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,42
10,5,2,48 34,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,43
11,5,2,48 34,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,1,49
12,6,2,78 55,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,-1,58
13,6,2,78 55,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,44
14,7,2,34 63,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,51
15,7,2,34 63,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,0,45
16,8,2,21 33,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,-1,48
17,8,2,21 33,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,52
18,9,2,16 68,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,53
19,9,2,16 68,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,52
20,10,2,63 1,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
21,10,2,63 1,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,0,55
22,11,2,10 14,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,-1,54
23,11,2,10 14,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,48
24,12,2,6 62,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,-1,50
25,12,2,6 62,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,40
26,13,2,7 63,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
27,13,2,7 63,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,42
28,14,2,79 66,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
29,14,2,79 66,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,36
30,15,2,65 23,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
31,15,2,65 23,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,1,47
32,16,2,39 34,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,45
33,16,2,39 34,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,-1,42
34,17,2,10 11,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,45
35,17,2,10 11,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,1,57
36,18,2,3 30,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
37,18,2,3 30,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,0,52
38,19,2,69 55,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,51
39,19,2,69 55,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,1,57
40,20,2,3 30,ckpt-iter4530-cb04e705-s512,cpp-alphabeta-d10,1,47
41,20,2,3 30,cpp-alphabeta-d10,ckpt-iter4530-cb04e705-s512,0,52
