game_id,pair_id,opening_plies,opening_moves,player_x,player_o,winner,moves
0,0,2,77 49,ckpt-iter4530-cb04e705-s2000,utttai-128,1,51
1,0,2,77 49,utttai-128,ckpt-iter4530-cb04e705-s2000,1,55
2,1,2,68 47,ckpt-iter4530-cb04e705-s2000,utttai-128,1,59
3,1,2,68 47,utttai-128,ckpt-iter4530-cb04e705-s2000,0,50
4,2,2,43 63,ckpt-iter4530-cb04e705-s2000,utttai-128,0,60
5,2,2,43 63,utttai-128,ckpt-iter4530-cb04e705-s2000,-1,52
6,3,2,18 8,ckpt-iter4530-cb04e705-s2000,utttai-128,-1,52
7,3,2,18 8,utttai-128,ckpt-iter4530-cb04e705-s2000,0,50
8,4,2,77 51,ckpt-iter4530-cb04e705-s2000,utttai-128,0,50
9,4,2,77 51,utttai-128,ckpt-iter4530-cb04e705-s2000,1,61
10,5,2,34 68,ckpt-iter4530-cb04e705-s2000,utttai-128,-1,58
11,5,2,34 68,utttai-128,ckpt-iter4530-cb04e705-s2000,0,49
12,6,2,80 74,ckpt-iter4530-cb04e705-s2000,utttai-128,1,53
13,6,2,80 74,utttai-128,ckpt-iter4530-cb04e705-s2000,1,63
14,7,2,79 67,ckpt-iter4530-cb04e705-s2000,utttai-128,0,48
15,7,2,79 67,utttai-128,ckpt-iter4530-cb04e705-s2000,0,57
16,8,2,28 10,ckpt-iter4530-cb04e705-s2000,utttai-128,0,44
17,8,2,28 10,utttai-128,ckpt-iter4530-cb04e705-s2000,0,52
18,9,2,22 37,ckpt-iter4530-cb04e705-s2000,utttai-128,1,59
19,9,2,22 37,utttai-128,ckpt-iter4530-cb04e705-s2000,0,57
20,10,2,42 56,ckpt-iter4530-cb04e705-s2000,utttai-128,1,47
21,10,2,42 56,utttai-128,ckpt-iter4530-cb04e705-s2000,0,57
22,11,2,24 56,ckpt-iter4530-cb04e705-s2000,utttai-128,1,47
23,11,2,24 56,utttai-128,ckpt-iter4530-cb04e705-s2000,0,56
24,12,2,18 2,ckpt-iter4530-cb04e705-s2000,utttai-128,1,53
25,12,2,18 2,utttai-128,ckpt-iter4530-cb04e705-s2000,0,48
26,13,2,55 13,ckpt-iter4530-cb04e705-s2000,utttai-128,0,61
